placeID,review-text
ChIJPx65eqgvdTERsHIZN9cx7OY,"The food and service were great, our server  Quang Trung was very friendly. Only thing Google maps says the wrong pick up location. You need to go to the d7 marina to get a boat here."
ChIJPx65eqgvdTERsHIZN9cx7OY,"1. Look at the reviews all 5 Stars usually comes from some gift!  But here are totally dumbfounded..... Waiters asked for 5 Stars just standing beside you until you did it!!
2. I really wants to tell the truth...the food just under normal, seafood lobster unfresh smell , beer stake dry and over cooked
3. The environment decoration need to be paid extra Reusable templates!"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Went to Mars Venus for birthday celebration. Waiters are very friendly and polite, well dedicated service. Delicious food with reasonable prices, amazing atmospheres, definitely return again in next time!"
ChIJPx65eqgvdTERsHIZN9cx7OY,Very attentive service and good quality food. The only reason I dropped a star was because the courses came out rushed so that we were still eating one course when the next course was served. Overall I would recommend.
ChIJPx65eqgvdTERsHIZN9cx7OY,Good experience with this kind of romantic restaurant. Next time will come again
ChIJPx65eqgvdTERsHIZN9cx7OY,"Good service, decent Western food, romantic and private atmosphere. Awesome and attentive staff despite
unusually crowded night. However, it was quite hot outside. The restaurant should personalize the sign with the name of the guests instead of using the same “happy birthday” “happy anniversary” signs for everyone. The restroom was dirty though."
ChIJPx65eqgvdTERsHIZN9cx7OY,"Wow the service is amazing, they even gave a service request button that we didn't even need to use. Had a birthday dinner here, and they set up everything for you by request. Pictures, cakes, and flowers upon booking request. The setting and atmosphere is nice!"
ChIJPx65eqgvdTERsHIZN9cx7OY,Romantic spot. Food was well presented and prepared. Service and atmosphere were highlights of the evening. Better after sunset.
ChIJPx65eqgvdTERsHIZN9cx7OY,"I went here with my date and it was fantastic, the view and food here are so nice, especially the beef with had been cooked well. Delicious! Thank you!"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Amazing night with my love here.
Thanks Mr An and Mr Trung who supported us 💞"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Wow! If you are in district 7 you must go here. What an atmosphere, kind staff, good food and a beautiful place. Very romantic. Remember you must take the boat over, it is free. The restaurant shows on the opposite side of the river on google maps. If you are thinking of proposing to your loved one - this is the place. Also to dine for birthday or anniversary. Tried the signature 4 courses with soft crab and soup, salad with beef, snails and Ribeye. So tasty! The redwine was good as well. They will also give you a small photoshoot if you are interested at the table. Will come back! Thank you all"
ChIJPx65eqgvdTERsHIZN9cx7OY,"The food very delicious and the price is good , The general experience here is wonderful. The service is very professional, and the staff is very friendly. It’s the 2nd I went here and I’ll come next time again"
ChIJPx65eqgvdTERsHIZN9cx7OY,"fantastic place! best restaurant for romantic dinner nights! you will have to take a little boat from the saigon marina to get there but worth it. the food is good, but it’s definitely a place for a couples night. if you want to take cute photos like we did just ask Hao, the waiter will help you! 🥰"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Great atmosphere for your event, the service is flawless and the food was a good experience !

Be sure to check the website to know where to park, a boat will take you the the restaurant location."
ChIJPx65eqgvdTERsHIZN9cx7OY,"should not try, below avrg quality of the basic food's taste about FRESH. Bring 1 mil vnd to another place and try buffet instead plz ! many other options"
ChIJPx65eqgvdTERsHIZN9cx7OY,Great experience with my favorite person 🥰
ChIJPx65eqgvdTERsHIZN9cx7OY,"Steak didn’t cook right. But they took two wine glass off the bill and brought two pudding dessert as a apology. Good value if you can do some few things well. The snail served is totally different than photo in the menu. Staff came asked if he can take it back and cook some more. So food gone cold by serving in the table, few minutes later cook again makes the snail chewy…. Kitchen staff should study. Inconsistent wine glass size. 🙀🤷‍♂️Stingy pour. Remember one bottle has five glasses… They pour like 1/7. I asked for rib eye steak and later came back and told me they don’t have it. Kitchen should inform staff if something in the menu is not available… also super basic knowledge and communication. Chuck eye mid-rare came as a Rare…. Chef don’t know how to cook steak. Buy a thermostat for cooking and check the temperature of the meat inside before serving. It’s super basic, Easy and cheap. Waiter Staff is super nice polite and courteous. Kitchen needs to step up their performance.  It’s a outdoor restaurant."
ChIJPx65eqgvdTERsHIZN9cx7OY,The food and service are very well. I will come back next time.
ChIJPx65eqgvdTERsHIZN9cx7OY,"Very romantic & intimate setting. Food was ok, servers were great & professional, they even take photos for you & direct you how to get the best shot. Only way to get there is by boat, which is free & they come every 10 mins or so. Highly recommend for a romantic night with your significant other!"
ChIJPx65eqgvdTERsHIZN9cx7OY,It was a great experience when we are here to celebrate our anniversary. The staffs are very friendly and supportive. The food is good. We are happy with the service.
ChIJPx65eqgvdTERsHIZN9cx7OY,So great
ChIJPx65eqgvdTERsHIZN9cx7OY,Great food and amazing service
ChIJPx65eqgvdTERsHIZN9cx7OY,"The staff are super attentive, friendly and hospitable. The food is 8/10, tastes good but just slightly warm when served. We were sitting right at the river bank, so the table is a bit small and narrow but those on the other side look more spacious. Coming here for our  anniversary, they are willing to help us set up the table with candles, bouquet and our lovely polaroids. Will come back, 9/10"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Great view, good service . I booked for my anniversary"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Amazing!! I did surprise my wife with a romantic dinner in Mars Venus. Services were super nice
❤️"
ChIJPx65eqgvdTERsHIZN9cx7OY,Fantastic experience and great staff. Highly recommend if you're looking for a romantic spot in D7.
ChIJPx65eqgvdTERsHIZN9cx7OY,"Very slow service. Food was ok but portions were way too small. Me and my wife left hungry after spending over 1,000,000vnd.

Obviously will not be coming back."
ChIJPx65eqgvdTERsHIZN9cx7OY,"The atmosphere is great, the service was awesome.  Would recommend. Would come again"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Delicious foods, good service. Romantic place for couple"
ChIJPx65eqgvdTERsHIZN9cx7OY,Trung is an excellent staff. Food is cooked to awesomeness and the atmosphere is warm and great.
ChIJPx65eqgvdTERsHIZN9cx7OY,"Minh Khang speaks great English and he is very helpful. I highly recommend the restaurant especially if you are craving European food. It’s very classy, and prices are reasonable. The food was amazing❤️❤️❤️🙏"
ChIJPx65eqgvdTERsHIZN9cx7OY,This is a perfect place for couples and family on special occasions. The food is good and the service is excellent.
ChIJPx65eqgvdTERsHIZN9cx7OY,very nice ambience for celebrations. Staff was very nice and friendly. Overall a very good experience 😊
ChIJPx65eqgvdTERsHIZN9cx7OY,Had a good time with gf.. we had our 5 year here... service was exeptional
ChIJPx65eqgvdTERsHIZN9cx7OY,Best service either good environment
ChIJPx65eqgvdTERsHIZN9cx7OY,Good
ChIJPx65eqgvdTERsHIZN9cx7OY,"I love the view, very good service and fooods very delicious with flexible price, 10 out of ten point for Venus"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Delicious food with great service and gentle atmosphere, recommend for couple ❤️"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Great service! Minh Khangs’s treatment was amazing. KOODOS to the chef, the food here is as scrumptious! I highly recommend this place for amazing food and great service🙂👌🏾"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Food was terrible, not worth the price. Soups and meats and everything else are served almost cold. Feel like they just reheat every dish and bring them to us. Service was poor. For everything, we had to wait. Taking a bill took a long long time as well. Location was bad. Decorations were too much. Won't come back."
ChIJPx65eqgvdTERsHIZN9cx7OY,"Very chill, cozy and romantic vibe. Nice view over the river. The service is the hook: nice, friendly and well trained staff. Definitely would want to come back."
ChIJPx65eqgvdTERsHIZN9cx7OY,"Waiters are super nice and friendly, excellent customer service. They even help to set up the table for pictures.
Food is good enough, reasonable prices."
ChIJPx65eqgvdTERsHIZN9cx7OY,"Had a birthday party here, excellent service, very helpful and friendly. Food is delicious but the wait time may vary. Restaurant is spacious and chill. But boat to get here isn’t what’s in mind"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Great space for dinner, parking at the white restaurant nearby, crossing the pier and going to the right. All the Staffs are very friendly."
ChIJPx65eqgvdTERsHIZN9cx7OY,Lovely place! Great food and service. Definitely will come back!
ChIJPx65eqgvdTERsHIZN9cx7OY,"Fantastic restaurant for a surprise dinner. The restaurant is on an island that is only accessible by a ferry boat (free) and seems to cater to the romantic birthday and anniversary crowd.

Fix priced menu sets are available, along with cocktails and wine. Although not quite michelin star dining, the food was well plated and tasted amazing. I do wish the birthday cake came last though, and not first.

Service and setup were top tier, having customized birthday decorations, complete with picture frames of you and your significant other, and candles to complement the string lighting around the restaurant.

Overall, would highly recommend for a romantic special occasion or just semi private dining with great ambiance."
ChIJPx65eqgvdTERsHIZN9cx7OY,"Had a birthday celebration here the food was exceptional with a focus on fusion with bold flavours, would recommend the soft shell crab with linguini. Highly recommended to pay a visit for that special evening."
ChIJPx65eqgvdTERsHIZN9cx7OY,"The restaurant is good with the atmosphere, the food and especially with the attitude of the all staff.
The price is acceptable, i did have a good time in here."
ChIJPx65eqgvdTERsHIZN9cx7OY,"This is probably one of the greatest experience I ever been with. Great dining, good service and great experience."
ChIJPx65eqgvdTERsHIZN9cx7OY,So beautiful. Nice food. Great restaurant !
ChIJPx65eqgvdTERsHIZN9cx7OY,"had my proposal here, very friendly staff, food is good10/10 recommended"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Nice place, great service"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Outstanding Customer Service
Really Good Food
There's nothing to complain about, highly recommended.
-"
ChIJPx65eqgvdTERsHIZN9cx7OY,Great food and staff. Would recommend.
ChIJPx65eqgvdTERsHIZN9cx7OY,Nice views and good services. I have been amazed by boat to the restaurant place and nice views. Will visit again!
ChIJPx65eqgvdTERsHIZN9cx7OY,Great atmosphere and very nice staffs. Must try. 😜
ChIJPx65eqgvdTERsHIZN9cx7OY,"Good food, kind staff and nice ambience."
ChIJPx65eqgvdTERsHIZN9cx7OY,The food is great and the service is fantastic!  We also love the atmosphere and the music! We will definitely come back!
ChIJPx65eqgvdTERsHIZN9cx7OY,very satisfied with the service and the staffs for my proposal eve
ChIJPx65eqgvdTERsHIZN9cx7OY,Good food with reasonable price. Will definitely comeback again. Thanks for the arrangement of the restaurant. We had a wonderful night.
ChIJPx65eqgvdTERsHIZN9cx7OY,"The food was good, this place is suitable for couple in every date
Service is great and supportive"
ChIJPx65eqgvdTERsHIZN9cx7OY,Save the date with Mars Venus Restaurant
ChIJPx65eqgvdTERsHIZN9cx7OY,"really nice service, the spaghetti is just 🤌"
ChIJPx65eqgvdTERsHIZN9cx7OY,Good Service
ChIJPx65eqgvdTERsHIZN9cx7OY,"The food was very nice with excellent service and beautiful decorations! Absolutely loved the atmosphere here, hoping to come back soon 😊"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Very good atmosphere for couple, service is great."
ChIJPx65eqgvdTERsHIZN9cx7OY,Delicious good!! Thank you very much
ChIJPx65eqgvdTERsHIZN9cx7OY,"Very nice, cool atmosphere.
Above all, all of the dishes were perfect!!"
ChIJPx65eqgvdTERsHIZN9cx7OY,"This restaurant has such a wonderfully romantic setting as to not need especially good food, but good food it has in abundance. Portion sizes were perfect for us, though some may feel them small. Prices were reasonable we thought. The soups we had, though not filling by themselves, were delicious and The presentation for all the courses was fantastic. The service is impeccable, whoever trained these servers deserves double whatever their salary currently is.
To get there, you must park (if going by motorbike) in the lot next to the river just past the park, and take their complementary boat to the restaurant. Go to the right when you get off the boat and you'll find yourself in another world."
ChIJPx65eqgvdTERsHIZN9cx7OY,Good place for private dinner/ couple dinner/ Birthday/ dating
ChIJPx65eqgvdTERsHIZN9cx7OY,Came here for my birthday dinner. The atmosphere was great and the service was excellent. We had a great time!
ChIJPx65eqgvdTERsHIZN9cx7OY,Good place with nice service. thank you
ChIJPx65eqgvdTERsHIZN9cx7OY,"delicious dishes, beautiful view with the greatest man ever"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Such an amazing restaurant with special location, stunning view, cozy atmosphere, good food & nice staffs 😊"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Highly Recommended on dating and family meeting. I got wonderful services, cuisine and fantastic atmopshere and scenary. I do thank you Mar Venus to give us this unique experiences"
ChIJPx65eqgvdTERsHIZN9cx7OY,Highly recommend >v<
ChIJPx65eqgvdTERsHIZN9cx7OY,"A romantic place for couple with nice, friendly staff. And especially, She says: ""Yes"""
ChIJPx65eqgvdTERsHIZN9cx7OY,This is really nice and romantic place for couples. The staff is very friendly and the food is so much delicious. This will be a place I will come to for intimate meals in the future
ChIJPx65eqgvdTERsHIZN9cx7OY,The food was good and the staff are nice. Will probably come back for our next celebration.
ChIJPx65eqgvdTERsHIZN9cx7OY,"Good food, good services. Great music atmosphere"
ChIJPx65eqgvdTERsHIZN9cx7OY,It's quite good for couple on special date. They have a nice photographing service for luxury setup. However the food is not  special for the price.
ChIJPx65eqgvdTERsHIZN9cx7OY,"Highly recommend this restaurant as a place for dating, and celebrating the anniversary, one of the most suitable restaurants for couples.
Keep it up, guys!!!"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Good service, nice staff"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Good food, good service. Love to coming back 🥰🥰"
ChIJPx65eqgvdTERsHIZN9cx7OY,"We have lots of gorgeous photos taken by Hao - A friendly and enthusiastic staff. The food is delicious, Nice view.  Such a memorable experience 👍🏻♥️"
ChIJPx65eqgvdTERsHIZN9cx7OY,Good place and pretty decoration
ChIJPx65eqgvdTERsHIZN9cx7OY,"Avoid this place like the plague! Me and my girlfriend requested that on this occasion we just wanted a couple of drinks and to look at the menu for having a meal  at a later date
1st .We were told due to demand (there was approximately 6 people there) My gf decided to  order a main course and French fries.
2nd . She was informed you had to order 2 Main courses!!! I was wondering where the beer we ordered 10 minutes ago was
3rd : This is because it's  a WESTERN restaurant! But nobody could (allegedly speak English"
ChIJPx65eqgvdTERsHIZN9cx7OY,Good
ChIJPx65eqgvdTERsHIZN9cx7OY,"Food is surprisingly good, the setting is romantic, suitable for couples and private event. It’s just a bit hot though."
ChIJPx65eqgvdTERsHIZN9cx7OY,An amazing place which my wife and I have just discovered. A ideal place to take your loved ones for dinner. The service is excellent.
ChIJPx65eqgvdTERsHIZN9cx7OY,"Nice ambience
Friendly staff.
Good food display.
Taste reasonable.
Value for money

-no option for indoor aircon dining
-staff don't speak English at all

-"
ChIJPx65eqgvdTERsHIZN9cx7OY,Ok
ChIJPx65eqgvdTERsHIZN9cx7OY,A lovely night with lovely people
ChIJPx65eqgvdTERsHIZN9cx7OY,Great!5*
ChIJPx65eqgvdTERsHIZN9cx7OY,I love this restaurant ❤️❤️❤️❤️
ChIJPx65eqgvdTERsHIZN9cx7OY,Good place for propose your girlfriend purpose ^^
ChIJPx65eqgvdTERsHIZN9cx7OY,Very professional service with delicious food...
ChIJPx65eqgvdTERsHIZN9cx7OY,Nice time for my anniversary
ChIJPx65eqgvdTERsHIZN9cx7OY,Food’s delicious and service is incredibly nice👌. Will definitely recommend
ChIJPx65eqgvdTERsHIZN9cx7OY,The food was really good. And the service was polite and wonderful.
ChIJPx65eqgvdTERsHIZN9cx7OY,Good! It is a fantastic restaurant for dating
ChIJPx65eqgvdTERsHIZN9cx7OY,Well done
ChIJPx65eqgvdTERsHIZN9cx7OY,"Good atmospheres, delicious food"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Came late due to transportation.
However, the staff were really friendly, welcome and helpful. Great service and hospitality.
Highly recommendation!
Thank you and we will see you in the next time."
ChIJPx65eqgvdTERsHIZN9cx7OY,Did have my Dad's birthday here in a rainy day during Covid time. Perfect meals and service. My parents love the food and the ambience.
ChIJPx65eqgvdTERsHIZN9cx7OY,very good
ChIJPx65eqgvdTERsHIZN9cx7OY,Very nice
ChIJPx65eqgvdTERsHIZN9cx7OY,Successful for propose
ChIJPx65eqgvdTERsHIZN9cx7OY,"Great services, staff were amazing, food was good , nice ambience , price is reasonable. Would recommend to friends for romantic dinner with ur partner 👍"
ChIJPx65eqgvdTERsHIZN9cx7OY,Very nice
ChIJPx65eqgvdTERsHIZN9cx7OY,"Overall great place for a date or special occasion, but food leaves something to be desired.

The atmosphere is quite pleasant. You arrive by boat and enter the restaurant through another restaurant. All the tables and chairs are adorned with nice LED lights, enhancing the ambiance. We ordered one of the set menus. The salad was definitely the highlight of the meal. The soup was pretty good, but the two main courses left something to be desired. The pasta noodles were enjoyable, but the sauce was overly strong, and the shrimp was overcooked. We also had the duck, which had good flavor but was far too dry. The scallop was quite good—I really enjoyed its texture; it wasn’t soft but had a pleasant chewiness. The steak was decent with good flavor, though it was too chewy. The grits served with the steak were interesting, somewhat like a localized version of grits. The best part of the steak dish was the roasted garlic—it was some of the best I’ve ever had. Its consistency was perfect, and the flavor wasn’t overpowering; I could’ve eaten the whole bulb myself. For dessert, we had the cheesecake and molten lava cake. The molten lava cake was just okay and not very molten—it would’ve been much better with vanilla ice cream on the side. The so-called New York-style cheesecake was neither New York-style, nor cheesecake, nor even a cake. It was more like a cookie crumble topped with sweet cream and a layer of pistachios or nuts. The taste was decent, but if you’re expecting cheesecake, it’s nowhere close. It should be renamed to something else. We were also given a call server button to request service, but it didn’t work at all. When we pointed this out, they didn’t bother replacing it."
ChIJPx65eqgvdTERsHIZN9cx7OY,"Great restaurant with a nice atmosphere.
The staff of very professional.
Ask for photos and you get a real Art Director taking amazing photo to remember the night"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Highly recommended, we celebrate my GF birthday tonight here and we will come back again"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Absolutely love the vibes here! The food is outstanding, and the service is top-notch. Thái is an amazing server, and Trung takes the best photos. Can’t wait to come back!"
ChIJPx65eqgvdTERsHIZN9cx7OY,"Booked a table for two for our 1 year anniversary. The food was exquisite. Even though the menu was unique, I could tell the chef maintained the taste of Vietnam. Definitely worth the experience."
ChIJPx65eqgvdTERsHIZN9cx7OY,This place is a gem of Q7.  A romantic place to take your partner to.   Food are really tasty.  Staffs are very friendly.  Will come back soon
ChIJPx65eqgvdTERsHIZN9cx7OY,"We had a very disappointing experience at Mars Venus. Even though we had a table reserved for 5:00 PM, the kitchen didn’t open until 5:30. The décor was extremely tacky, the tablecloths were dirty, and the chairs were wobbly and rusty. The food quality was very poor. We ordered steak, but it was cooked terribly – dry on the outside and raw inside. Definitely not medium as requested.
The service was just okay. We were greeted when we arrived, but when leaving, none of the staff said goodbye, even though they were standing at the entrance. We’re not sure if this was because we gave honest feedback about the food.
Overall, a very bad experience. We cannot understand how this restaurant has so many positive reviews. We will not be coming back."
ChIJPx65eqgvdTERsHIZN9cx7OY,"Best place I ever come. Nice staff, friendly, so sweet place .. seriously service excellence
Foods so delicious and decoration 10/10.
-Highly recommended."
ChIJPx65eqgvdTERsHIZN9cx7OY,"Great atmosphere, average food.

The setting is beautiful—arriving by boat and dining under soft LED lights creates a romantic vibe. The salad and scallop were standouts, but most mains were underwhelming. The duck was dry, the shrimp overcooked, and the cheesecake wasn’t really cheesecake. Service button didn’t work and wasn’t fixed. Nice place for a special occasion, but the food could be better."
ChIJzZmzw0gvdTERMd1Mj0vWl6g,"We had such a great experience here! ❤️ Nhung was our server and she was absolutely amazing — super friendly and attentive. The food was delicious, the music and vibe were perfect, and the service was 10/10. A perfect spot for a date night or just to relax and enjoy a nice dinner."
ChIJzZmzw0gvdTERMd1Mj0vWl6g,"We came to this restaurant with my boyfriend and received a very warm welcome. The meal was delicious, the atmosphere was pleasant with a pianist playing live music (and it was even possible to request a song), and the restaurant itself is beautiful. We were served by Nguyet, who was exceptional from start to finish. She is very attentive, helpful, and kind. Thank you again for this experience and for the thoughtful touch (the dessert plate) for my birthday.
We truly recommend this place ! :)"
ChIJzZmzw0gvdTERMd1Mj0vWl6g,"Me and my partner are always on the lookout for great dining experience and curated menus when we travel. It is very rare that we will find a restaurant that would have the food on point from start to finish. Normally we will find something that would be average for our tasts…but NOT CLOUD NINE SAIGON!!!

From the entree to the dessert and the mocktail shots - this restaurant delivered! The food is not the only thing to rave about. The ambience, lighting, and service were all 5-star!

Special thanks to Nguyen for attending to us, and we cannot praise the chef and their team in the kitchen for the outstanding dishes served to us!

Highly recommended and I would not be surprised if they end up in michelin guide in the future."
ChIJzZmzw0gvdTERMd1Mj0vWl6g,"Beyond My Expectations
I’ve dined here quite a few times, and I loved it so much that I decided to share my experience at Cloud Nine Restaurant.
I recently celebrated my birthday here.
I booked a decoration package for 1,500,000 VND, along with 8 Star Set menus, each priced at 1,500,000 VND for a 5-course meal, including appetizer, soup, salad, main course, and dessert.
Starting with the welcome experience:
As soon as I arrived, the receptionist kindly guided me to the car parking area right across from the hotel, very convenient for those who drive.
Upon entering the lobby, I was greeted with warm smiles from the staff, very friendly and welcoming.
When the elevator doors opened on the 11th floor, to the left was a stunning poolside area, which is also available for dining, absolutely gorgeous.
My table was beautifully arranged right next to the window, offering a fantastic view of Saigon's iconic buildings like Bitexco Tower and Saigon Centre.
The dishes were skillfully prepared and artistically presented, every course was captivating. The chef even came to the table personally to serve.
I was especially impressed by Thành, the staff member who took care of our table from start to finish. He was quick, cheerful, charming, and of course, very professional. I’m sure anyone who dines here will be charmed by him!
The restaurant space is stunning, with private rooms available. I also loved the wine cabinet and the stylish glassware, very classy.
As it was my birthday, the team surprised me with a cake and sang a birthday song. They even had a custom LED sign with my name on it!
To end the evening, Thành created a magical cocktail called “Gracias”, it was so impressive that everyone applauded.
Oh, what an enchanting night!
I’ll be proud to bring my friends here for future celebrations.
Thank you to the amazing Cloud Nine Restaurant team.
I’ll definitely celebrate my birthday here every year!"
ChIJzZmzw0gvdTERMd1Mj0vWl6g,"Honestly one of the best spots we’ve ever been to. The vibe is fun and chill, the staff are super friendly, funny, and easy to talk to. We felt welcome right away.

The show they put on is wild—in the best way. Cocktails on fire, meat literally getting torched at the table, and the whole thing looked amazing.

They even customized the menu to our crew’s favorite picks, and every single thing tasted great. You can really tell they care about the experience.

Highly recommend if you're looking for good food, good people, and a good time."
ChIJzZmzw0gvdTERMd1Mj0vWl6g,My wife organised to celebrate my 30th birthday during our trip to Vietnam and I am so happy she did. One of the best atmospheres and service I have experienced. The food was also very high quality and plated very nice. I will definitely be back for any future celebrations when I come back to Vietnam. Highly recommend Cloud Nine!
ChIJzZmzw0gvdTERMd1Mj0vWl6g,"An Unforgettable Dining Experience at Cloud Nine Saigon!

From the moment we walked in, Cloud Nine Restaurant delivered an exceptional experience — and it was all elevated by our amazing waitress, Nhung. Her attention to detail, warmth, and professionalism made our evening truly unforgettable.

We ordered the grilled salmon with passion fruit sauce, lamb chops with red wine sauce, and an avocado salad with prawn and caviar — each dish was absolutely mind-blowing. The ingredients were incredibly fresh, and everything was cooked perfectly to our liking. Nhung took our order flawlessly, described each dish with care, and ensured everything arrived just as we requested.

To top it off, we were surprised with complimentary starters and drinks after our meal, which was such a thoughtful gesture. And the dessert? Spectacular — the perfect finish to a phenomenal evening.

This is officially my favorite restaurant in Saigon, and Nhung is hands-down one of the best waitresses I've encountered in all my years in hospitality. We will absolutely be returning. Highly recommended!"
ChIJzZmzw0gvdTERMd1Mj0vWl6g,"I had the pleasure of celebrating my friend’s birthday at Cloud Nine Restaurant, and it was hands down the best lunch I’ve had in a long time. From the moment we arrived, the vibe was warm and inviting — the perfect setting for a special celebration.

Our waitress, Phung Huynh, was absolutely fantastic. She was attentive, friendly, and made sure our meal went smoothly without ever being intrusive. Her recommendations were spot on and really elevated the experience.

As for the food, every dish was a flavor-packed delight. The freshness and presentation showed real care and skill in the kitchen. The [signature dish or your favorite meal] was a true standout — perfectly cooked and full of delicious seasoning. Paired with [a drink or side], it turned our lunch into something truly memorable.

All in all, Cloud Nine, combined with Phung’s excellent service and great company, made this birthday lunch unforgettable. I can’t recommend it enough and will definitely be back!"
ChIJzZmzw0gvdTERMd1Mj0vWl6g,"Instagram friendly…

The vibe brilliant, a truly great atmosphere with staff who couldn’t do enough for you.

That said all the food was bland and tasteless, no more so than the Korean noodles,

soo much was for show and it felt silly, such as the giant pepper grinder, or using a blow torch and setting fire to a steak at the tables that was cooked in a kitchen just so you can record them doing it.

Honestly we were simply not the demographic for this in anyway, and as such I can’t help but feel sad that we spent more money here than we did in the last week on food combined to feel like we were still hungry at the end of it."
ChIJzZmzw0gvdTERMd1Mj0vWl6g,"Wow what a place! Beautiful interior, great atmosphere and absolutely delicious food. A great place to bring someone for a special occasion or if you are wanting a romantic/fancy dinner. Shout out to Phung for her exceptional service."
ChIJzZmzw0gvdTERMd1Mj0vWl6g,In every way it’s one of the most romantic dining experiences we’ve had anywhere in the world. The view is incredible of course. The staff was attentive to every detail from adding a cute sequined table cloth to delivering a surprise desert delivered with a flaming reveal of a little love note on the plate that I’d asked them to prepare. The food was amazing especially the Sea Bass with lime leaves and the Waygu Beef Salad. It’s soo hard to explain how much they went above and beyond in every way. If you have a special occasion or just want to experience old school fine dining this is the spot in Saigon.
